ensemble_orig,size,average_degree,average_weight,average_weight_out,volume,normalized_cut_size,internal_density,cut_size,conductance,edge_expantion,modularity,average_degree_p,average_weight_p,normalized_cut_size_p,conductance_p,edge_expantion_p,ensemble,session_name,block,bin_width,ensemble_id
1,14,1.3060962542079977,0.10272667167928072,0.02601715844743393,21.693595315525815,0.42491949922238936,0.10046894263138445,3.4082477566138447,0.267811020565806,0.24344626832956034,0.328484913348766,0.0,0.9782608695652174,0.0,0.0,0.0,1,hamilton_38,base_shock,0.05,14
2,8,0.4454284293037339,0.07126854868859742,0.028772033747818174,5.663785898020599,0.4438804018192329,0.06363263275767626,2.100358463590727,0.37084001786239273,0.2625448079488409,0.328484913348766,0.5217391304347826,1.0,0.0,0.0,0.0,-1,hamilton_38,base_shock,0.05,-1
0,6,0.1356129522656953,0.029059918342648993,0.015926244810225778,2.3585234601860723,0.7693001322814684,0.027122590453139063,1.5448457465919003,0.655005461115923,0.25747429109865005,0.22751724163818435,0.9565217391304348,0.5507246376811594,0.1956521739130435,0.717391304347826,0.41304347826086957,-1,hamilton_37,base_shock,0.05,-1
1,15,0.2337826417658836,0.018456524349938178,0.012707318109787145,5.870300794908664,0.6388786354964804,0.01669876012613454,2.363561168420408,0.40263033377613877,0.15757074456136053,0.22751724163818435,0.043478260869565216,1.0,0.0,0.0,0.0,-1,hamilton_37,base_shock,0.05,-1
2,12,0.3547416426018261,0.03274538239401471,0.014688969475808684,6.636512766302919,0.6161436031227743,0.03224924023652964,2.379613055081006,0.35856377270357387,0.19830108792341716,0.22751724163818435,0.0,0.5507246376811594,0.0,0.0,0.02898550724637681,-1,hamilton_37,base_shock,0.05,-1
3,4,0.09856283854935724,0.03942513541974289,0.012064236375570445,1.0095274093515216,0.6508593743560085,0.032854279516452416,0.6152760551540928,0.6094693907809007,0.1538190137885232,0.22751724163818435,0.9565217391304348,0.43478260869565216,0.0,0.5507246376811594,0.0,-1,hamilton_37,base_shock,0.05,-1
0,22,1.1247190081118645,0.06312198514913525,0.01782834776012691,30.698486330343414,0.4815209634440811,0.05355804800532688,5.954668151882387,0.2875482675982734,0.27066673417647213,0.2363518001081939,0.0,1.0,0.0,0.0,0.0,-1,hamilton_35,base_shock,0.05,-1
1,3,0.17508923504457674,0.08754461752228837,0.01519575549702306,1.1179021695176297,0.5419154583535284,0.08754461752228837,0.5926344643838994,0.5301308831340928,0.1975448214612998,0.2363518001081939,1.0,1.0,0.0,0.4918032786885246,0.0,-1,hamilton_35,base_shock,0.05,-1
2,14,0.23686622480207328,0.020988146501449534,0.01570365664739536,8.07433511138982,0.6991070320145386,0.018220478830928716,4.7582079641607935,0.5893002827500644,0.3398719974400567,0.2363518001081939,1.0,1.0,0.6885245901639344,0.8065573770491803,0.0,-1,hamilton_35,base_shock,0.05,-1
3,8,0.2981269066620591,0.04258955809457987,0.019539090958080086,7.015779810361453,0.7643672354575446,0.04258955809457987,4.630764557064982,0.6600498707536269,0.5788455696331227,0.2363518001081939,1.0,1.0,0.9016393442622951,0.9344262295081968,0.3934426229508196,-1,hamilton_35,base_shock,0.05,-1
4,2,0.42753022030054216,0.42753022030054216,0.021338541088193507,2.242065611333662,0.6468395968103762,0.42753022030054216,1.387005170732578,0.6186282701635734,0.693502585366289,0.2363518001081939,1.0,0.19672131147540983,0.39344262295081966,0.8065573770491803,0.7049180327868853,-1,hamilton_35,base_shock,0.05,-1
5,2,0.5519684210213954,0.5519684210213954,0.019239883330972134,2.2583298419011193,0.5346589475544029,0.5519684210213954,1.1543929998583284,0.5111711223222074,0.5771964999291642,0.2363518001081939,0.6393442622950819,0.19672131147540983,0.0,0.4918032786885246,0.3934426229508196,-1,hamilton_35,base_shock,0.05,-1
0,12,0.32070315218362316,0.03700420986734114,0.013136955023065122,4.925668138094819,0.6460704673302357,0.029154832016693017,1.07723031189134,0.427373169483451,0.08976919265761167,0.14030005580610816,0.0,0.9333333333333333,0.4444444444444444,0.26666666666666666,0.0,-1,hamilton_36,base_shock,0.05,-1
1,9,0.11984395388928196,0.014980494236160245,0.012434942049334975,2.222610253542355,0.7337237923296764,0.014980494236160245,1.1440146685388182,0.5147167240480011,0.12711274094875757,0.14030005580610816,1.0,1.0,0.7111111111111111,0.5333333333333333,0.08888888888888889,-1,hamilton_36,base_shock,0.05,-1
2,1,0.0,,0.014039916021879064,0.07019958010939532,1.009517227814115,,0.07019958010939532,1.0,0.07019958010939532,0.14030005580610816,1.0,0.0,1.0,1.0,0.0,-1,hamilton_36,base_shock,0.05,-1
3,2,0.0235184099745523,0.0235184099745523,0.007858179969312264,0.22777495924328664,0.8185325942445539,0.0235184099745523,0.18073813929418206,0.7934943327160713,0.09036906964709103,0.14030005580610816,1.0,1.0,1.0,1.0,0.0,-1,hamilton_36,base_shock,0.05,-1
0,3,0.11744079567185813,0.0880805967538936,0.018401161761136,1.4011886074003264,0.8134309844754558,0.05872039783592906,1.0488662203847519,0.7485546305794974,0.34962207346158397,0.17672341324334873,1.0,0.6274509803921569,0.9607843137254902,1.0,0.49019607843137253,-1,hamilton_32,base_shock,0.05,-1
1,5,0.04468529531894043,0.013964154787168885,0.012733635756826312,1.1911827941135016,0.8715249058446235,0.011171323829735107,0.9677563175187996,0.8124330894478881,0.19355126350375992,0.17672341324334873,1.0,1.0,0.9607843137254902,1.0,0.0,-1,hamilton_32,base_shock,0.05,-1
2,12,0.5696209243305089,0.052580393015123905,0.018319373929710666,9.656634677141549,0.6487330021947206,0.05178372039368263,2.8211835851754445,0.35658323371962897,0.2350986320979537,0.17672341324334873,0.0,1.0,0.0,0.0,0.0,-1,hamilton_32,base_shock,0.05,-1
3,11,0.2549564974838426,0.025967791410391378,0.017835591387825197,5.3193398580056215,0.6780768420168475,0.02549564974838426,2.5148183856833537,0.4727688872705783,0.22861985324394124,0.17672341324334873,0.5882352941176471,1.0,0.0,0.0784313725490196,0.0,-1,hamilton_32,base_shock,0.05,-1
0,10,0.885961337363055,0.1135847868414173,0.05646031198605755,9.81943867739353,0.6059491532070819,0.098440148595895,0.9598253037629783,0.5082016815544809,0.15997088396049639,0.10732783733004089,0.0,1.0,0.42857142857142855,0.8928571428571429,0.0,0,hamilton_04,pre,0.1,19
1,2,0.041963573918993045,0.041963573918993045,0.010319264121338927,0.09424641195932501,0.11038091171388072,0.041963573918993045,0.010319264121338927,0.10949238179796732,0.005159632060669463,0.10732783733004089,1.0,1.0,0.0,0.0,0.0,-1,hamilton_04,pre,0.1,-1
2,4,0.2060697716965888,0.08242790867863552,0.05389692043801762,1.7944236546706724,0.6385032303601796,0.06868992389886293,0.9701445678843172,0.540644103391719,0.2425361419710793,0.10732783733004089,1.0,1.0,0.42857142857142855,0.8928571428571429,0.17857142857142858,-1,hamilton_04,pre,0.1,-1
0,3,0.45783703293425876,0.22891851646712938,0.02667212755357364,2.013642160088544,0.4759077261707173,0.22891851646712938,0.6401310612857674,0.3178971288809425,0.2133770204285891,0.38151566388923175,0.3939393939393939,0.6363636363636364,0.15151515151515152,0.12121212121212122,0.696969696969697,-1,hamilton_09,pre,0.1,-1
1,6,0.27390659392170286,0.06847664848042571,0.022730477398644488,2.143510066300396,0.36082112285041695,0.054781318784340574,0.5000705027701786,0.23329515015214194,0.08334508379502976,0.38151566388923175,0.3939393939393939,0.6363636363636364,0.09090909090909091,0.0,0.0,-1,hamilton_09,pre,0.1,-1
2,6,0.220514968401327,0.0441029936802654,0.02435795071838869,1.9076806276492906,0.4470635147689959,0.0441029936802654,0.5845908172413284,0.30644061105850895,0.09743180287355474,0.38151566388923175,0.3939393939393939,0.696969696969697,0.15151515151515152,0.12121212121212122,0.0,-1,hamilton_09,pre,0.1,-1
0,3,0.1992728722889848,0.0996364361444924,0.01651728830811932,1.5888559153541133,0.6497919089432337,0.0996364361444924,0.991037298487159,0.6237427125456392,0.33034576616238637,0.0861210230916824,1.0,0.39215686274509803,0.0,0.4444444444444444,0.0,-1,hamilton_31,pre,0.1,-1
1,29,0.7303916572526473,0.02966576759149408,0.017460742247584052,27.81644011440871,0.800005354574041,0.02608541633045169,6.635082054081943,0.5614743985353845,0.28848182843834536,0.0861210230916824,0.0,1.0,0.43137254901960786,0.39215686274509803,0.0,-1,hamilton_31,pre,0.1,-1
2,3,0.029127028788627125,0.014563514394313562,0.011385206292470753,0.565559750649653,0.8577358885538361,0.014563514394313562,0.47817866428377165,0.8454962782172749,0.15939288809459054,0.0861210230916824,1.0,1.0,0.9607843137254902,1.0,0.0,-1,hamilton_31,pre,0.1,-1
3,17,0.20570450637590385,0.017841717389746763,0.017223059894729838,9.662832050703646,0.8438286136467706,0.01285653164849399,6.16585544231328,0.6381002391389266,0.3626973789596047,0.0861210230916824,1.0,1.0,0.9607843137254902,0.4444444444444444,0.0,-1,hamilton_31,pre,0.1,-1
0,15,1.412906497345527,0.10924534773290157,0.050988562915543045,29.351767526669793,0.7328615172892552,0.10092189266753764,8.158170066486884,0.4549167543691293,0.5438780044324589,0.1516895323349145,0.0,1.0,0.391304347826087,0.34782608695652173,0.0,-1,hamilton_38,pre,0.1,-1
1,4,0.1622089340642415,0.0540696446880805,0.0211490242066389,1.7697340192088278,0.6579978580277096,0.0540696446880805,1.1208982829518614,0.6333710437758139,0.28022457073796536,0.1516895323349145,1.0,1.0,0.0,0.8695652173913043,0.0,-1,hamilton_38,pre,0.1,-1
2,5,0.2273788541152141,0.08120673361257646,0.030400004026271094,3.5992945967040297,0.7405002953196829,0.05684471352880353,2.4624003261279586,0.6841341435021308,0.49248006522559173,0.1516895323349145,1.0,1.0,0.391304347826087,0.8695652173913043,0.0,-1,hamilton_38,pre,0.1,-1
3,9,0.6768744627774438,0.09518547132807803,0.05485107081649399,12.564296521343284,0.7015578846060813,0.08460930784718047,6.472426356346289,0.5151443493355491,0.7191584840384766,0.1516895323349145,0.6086956521739131,1.0,0.30434782608695654,0.4782608695652174,0.17391304347826086,-1,hamilton_38,pre,0.1,-1
0,3,0.03451014137453068,0.02588260603089801,0.010942815548398831,0.5303002305111464,0.814427903832129,0.01725507068726534,0.4267698063875545,0.8047701694871963,0.14225660212918484,0.029455169701129984,1.0,1.0,0.6904761904761905,1.0,0.0,-1,hamilton_37,pre,0.1,-1
1,28,1.5251078662662607,0.05980815161828473,0.010660608161498025,43.31067492066069,0.44527885636380893,0.05648547652838003,0.6076546652053875,0.4312487202295065,0.07595683315067343,0.029455169701129984,0.0,1.0,0.0,0.0,0.0,-1,hamilton_37,pre,0.1,-1
2,5,0.0960493994610954,0.02401234986527385,0.012453476556589262,0.8787582471163335,0.46258353669245283,0.02401234986527385,0.3985112498108564,0.4534936100100121,0.07970224996217128,0.029455169701129984,1.0,1.0,0.0,0.07142857142857142,0.0,-1,hamilton_37,pre,0.1,-1
0,30,5.0386524177926315,0.1741469729651831,0.04451371097150645,171.01268762707082,0.9043938016809776,0.17374663509629765,19.853115093291866,0.7883023270145729,0.9453864330138984,0.018589337665946934,0.0,1.0,1.0,1.0,0.0,0,hamilton_35,pre,0.1,25
1,2,0.028301259960998942,0.028301259960998942,0.011425990743025518,0.4907901681569675,0.8868891967822689,0.028301259960998942,0.43418764823496964,0.8846706319840235,0.21709382411748482,0.018589337665946934,1.0,1.0,1.0,1.0,0.0,-1,hamilton_35,pre,0.1,-1
2,2,0.1478747774578679,0.1478747774578679,0.009294297296553499,0.38869252788127073,0.2395916153792136,0.1478747774578679,0.09294297296553498,0.23911695311499573,0.04647148648276749,0.018589337665946934,1.0,1.0,0.0,0.0,0.0,-1,hamilton_35,pre,0.1,-1
3,1,0.0,,0.005307403650016042,0.06368884380019252,1.0003247216654307,,0.06368884380019252,1.0,0.06368884380019252,0.018589337665946934,1.0,0.0,1.0,1.0,0.0,-1,hamilton_35,pre,0.1,-1
4,3,0.10705174438620174,0.05352587219310087,0.028663961440243208,3.531518914465845,0.9257231715591293,0.05352587219310087,3.2103636813072396,0.9090603106093851,1.0701212271024132,0.018589337665946934,1.0,1.0,1.0,1.0,0.0,-1,hamilton_35,pre,0.1,-1
5,1,0.0,,0.009206908072508246,0.12889671301511543,1.0006574067453442,,0.12889671301511543,1.0,0.12889671301511543,0.018589337665946934,1.0,0.0,1.0,1.0,0.0,-1,hamilton_35,pre,0.1,-1
6,12,0.25829642211388687,0.028177791503333115,0.04528886483482549,20.58105889160928,0.9489413360529636,0.023481492919444263,17.481501826242635,0.8493975901973485,1.456791818853553,0.018589337665946934,1.0,1.0,1.0,1.0,0.0,-1,hamilton_35,pre,0.1,-1
0,9,0.19593913477544528,0.03040434849963806,0.029651977373381946,4.550738086076911,0.8396450519079178,0.02449239184693066,2.7872858730979044,0.6124909455074267,0.30969843034421163,0.11439047021568244,1.0,1.0,1.0,0.52,0.08,-1,hamilton_36,pre,0.1,-1
1,5,0.07319472181099582,0.022873350565936194,0.012415498471683951,0.8750090463940211,0.6136708412833104,0.018298680452748954,0.5090354373390419,0.581748770983358,0.10180708746780838,0.11439047021568244,1.0,1.0,0.12,0.52,0.0,-1,hamilton_36,pre,0.1,-1
2,10,0.8791216501058203,0.1022234476867233,0.03137634504890003,11.395453140116905,0.7085104776803196,0.09768018334509115,2.6042366390587013,0.47997751746913975,0.26042366390587013,0.11439047021568244,0.0,1.0,0.44999999999999996,0.48,0.06,-1,hamilton_36,pre,0.1,-1
0,6,0.2611099459518618,0.07121180344141687,0.03187136380122288,4.4350824178212305,0.8232478560310372,0.05222198919037237,2.8684227421100585,0.6467574831493648,0.4780704570183431,0.1930175028459467,1.0,0.8157894736842106,0.9824561403508771,0.8070175438596491,0.9122807017543859,-1,hamilton_32,pre,0.1,-1
1,5,0.2125971852533035,0.05314929631332588,0.03159460184480405,2.895472833265153,0.7358739540064574,0.05314929631332588,1.8324869069986354,0.6328800208193234,0.3664973813997271,0.1930175028459467,1.0,0.9684210526315788,0.7578947368421052,0.8070175438596491,0.631578947368421,-1,hamilton_32,pre,0.1,-1
